Tm # Normalizado,Pos # Normalizado,Age Normalizado,Alt1AAV Cat,C# Norm,Grade,SPORQ Normalizado
0.09090909091,0.3571428571,0.3333333333,1,0.07142857143,0.7666666667,0.6767702685
0.303030303,0.07142857143,0.3333333333,0,0.4285714286,0.7333333333,0.8204821844
0.9090909091,0.4285714286,0.3333333333,0,0.4285714286,0.7333333333,0.757430375
0.7575757576,0.6428571429,0.5,0,0.4285714286,0.7333333333,0.6429760039
0.7272727273,0.1428571429,0.5,0,0.2857142857,0.6666666667,0.5897984198
0.6363636364,0.4285714286,0.3333333333,1,0.2857142857,0.6666666667,0.6381154558
0.696969697,0.7142857143,0.5,0,0,0.6333333333,0.6616132937
0.3939393939,0.6428571429,0.5,1,0.3571428571,0.6333333333,0.5186226085
0.5757575758,0.3571428571,0.3333333333,1,0.4285714286,0.6333333333,0.6417827781
0.3636363636,0.7142857143,0.3333333333,1,0.6428571429,0.6,0.467996976
0.2424242424,0.3571428571,0.3333333333,1,0,0.6,0.5848775143
0.8484848485,0.2142857143,0.3333333333,0,0,0.6,0.6745907913
0.2424242424,0.8571428571,0.5,0,0.07142857143,0.5666666667,0.5476577652
0.06060606061,0.3571428571,0.3333333333,0,0.07142857143,0.5333333333,0.7482624068
0.1818181818,0.1428571429,0.6666666667,0,0.07142857143,0.5,0.7611103331
0.9393939394,0.4285714286,0.3333333333,0,0.4285714286,0.5,0.6393029111
0.5151515152,0.3571428571,0.3333333333,1,0.07142857143,0.4666666667,0.5591670093
0.8181818182,0.07142857143,0.3333333333,0,0.4285714286,0.4333333333,0.6222443709
0.4545454545,0.4285714286,0.5,0,0.1428571429,0.4,0.6962764838
0.8787878788,0.07142857143,0.5,0,0.4285714286,0.4,0.5297004018
0,0.4285714286,0.3333333333,0,0.4285714286,0.3333333333,0.5282688154
0.7272727273,0.7142857143,0.5,0,0.1428571429,0.3,0.4030342278
0.3333333333,0.1428571429,0.5,0,0.2857142857,0.1666666667,0.7633676646
