Tm # Normalizado,Pos # Normalizado,Age Normalizado,Alt1AAV Cat,C# Norm,Grade,SPORQ Normalizado
0.4848484848,0.3571428571,0.3333333333,1,0.07142857143,0.5331491713,0.6569881229
0.2424242424,0.8571428571,0.3333333333,0,0.07142857143,0.4779005525,0.4601656045
0.06060606061,0.4285714286,0.3333333333,0,0,0.5,0.68449162
0.1212121212,0.6428571429,0.5,1,0.2142857143,0.4944751381,0.5125085999
0.09090909091,0.6428571429,0.5,1,0.8571428571,0.4613259669,0.6118267484
0.696969697,0.2857142857,0.5,1,0.07142857143,1,0.5647353867
0.06060606061,0.4285714286,0.3333333333,1,0.2857142857,0.9666666667,0.4612099326
0.303030303,0.4285714286,0.5,0,0.2857142857,0.9666666667,0.5802689274
0.1212121212,0.7142857143,0.3333333333,0,0.2857142857,0.9333333333,0.8469006478
0.4242424242,0,0.5,1,0,0.9,0.4229529461
0.1818181818,0.4285714286,0.1666666667,0,0.07142857143,0.8666666667,0.5204434707
0.06060606061,0.6428571429,0.6666666667,1,0,0.8666666667,0.3736662884
0.4848484848,0,0.5,0,0.3571428571,0.8333333333,0.4859358863
0.6666666667,0.2142857143,0.3333333333,0,0.1428571429,0.8,0.7145387613
0.9090909091,0.3571428571,0.5,1,0.4285714286,0.7666666667,0.6448416238
0.303030303,0.6428571429,0,0,0.4285714286,0.7666666667,0.5023705774
0.7272727273,0.07142857143,0.3333333333,1,0.5,0.7333333333,0.6781388828
0.1818181818,0.4285714286,0.3333333333,1,0,0.7333333333,0.6201349167
0.9393939394,0.6428571429,0.3333333333,1,0.4285714286,0.6666666667,0.4169743228
0.5454545455,0.1428571429,0.5,1,0.1428571429,0.6333333333,0.7808627496
0.8484848485,0.3571428571,0.5,0,0.1428571429,0.6333333333,0.4769806222
0.4545454545,0.6428571429,0.5,1,0.07142857143,0.6333333333,0.4135668097
0.3636363636,0.4285714286,0.3333333333,0,0,0.6333333333,0.7999515794
0.5151515152,0.4285714286,0.6666666667,0,0,0.6333333333,0.535308502
0.6666666667,0.1428571429,0.5,0,0.1428571429,0.6,0.6720186459
0,0.2857142857,0.5,0,0,0.6,0.6133137053
0.9393939394,0.07142857143,0.6666666667,1,0.07142857143,0.6,0.685224995
0.09090909091,0.2142857143,0.3333333333,0,0,0.6,0.6439244252
0.1818181818,0.4285714286,0.5,1,0.07142857143,0.6,0.5519380778
0.2121212121,0.3571428571,0.3333333333,0,0,0.5666666667,0.6271982667
0.3333333333,0.7142857143,0.5,0,0.1428571429,0.5666666667,0.4972560626
0.303030303,0.1428571429,0.5,0,0.07142857143,0.5333333333,0.7325637286
0.1212121212,0.07142857143,0.8333333333,0,0.5,0.4666666667,0.6452766332
0.7878787879,0,0.5,0,0.6428571429,0.4666666667,0.4272455307
0.9090909091,0.7857142857,0.5,0,0.5,0.4,0.744619694
0.0303030303,0.3571428571,0.5,0,0,0.3666666667,0.8872445143
0.2424242424,0.2142857143,0.3333333333,0,0,0.3,0.5999192886
0.3939393939,0.1428571429,0.5,1,0.1428571429,0.1,0.6349827654
0.2424242424,0.4285714286,0.3333333333,1,0,0.9333333333,0.6522293107
0.09090909091,0.7142857143,0.5,1,0,0.9333333333,0.6587094675
0.0303030303,0.2857142857,0.5,1,0.2857142857,0.9,0.543368735
0.1818181818,0.07142857143,0.6666666667,0,0.1428571429,0.8333333333,0.6387491782
0.7575757576,0.7142857143,0.1666666667,0,0,0.8,0.5866008762
0.9090909091,0.4285714286,0.3333333333,1,0,0.7666666667,0.6300069161
0.5151515152,0.6428571429,0.5,1,0.4285714286,0.7666666667,0.7779720892
0.3333333333,0.07142857143,0.3333333333,0,0.4285714286,0.7333333333,0.6079600211
0.9393939394,0.7142857143,0.6666666667,1,0.07142857143,0.7333333333,0.7035861909
0.5454545455,0.3571428571,0.3333333333,1,0,0.7333333333,0.7358564603
0.2424242424,0.4285714286,0.3333333333,1,0.07142857143,0.7,0.567404459
0.3939393939,0.4285714286,0.5,0,0.4285714286,0.6666666667,0.6006715385
0.1212121212,0.07142857143,0.5,1,0.4285714286,0.6666666667,0.7873369669
0.8484848485,0.1428571429,0.3333333333,1,0.1428571429,0.6666666667,0.4592328177
0.3636363636,0.4285714286,0.5,0,0.2857142857,0.6,0.6561486143
0.303030303,0.4285714286,0.5,0,0.07142857143,0.6,0.6606739856
0.9090909091,0.07142857143,0.5,0,0,0.6,0.7274404742
0.7575757576,0.2857142857,0.5,0,0.4285714286,0.5666666667,0.5607469759
0.1818181818,0.7857142857,0.5,0,0.4285714286,0.5666666667,0.8199667087
0.303030303,0.4285714286,0.3333333333,1,0.07142857143,0.5,0.7308380597
0.7272727273,0,0.3333333333,0,0,0.4666666667,0.6678583345
0.3333333333,0.4285714286,0.3333333333,1,0.5714285714,0.4,0.7855606217
0.696969697,0.4285714286,0.5,1,1,0.3666666667,0.6490132627
0.2727272727,0.3571428571,0.5,0,0.4285714286,0.1666666667,0.6258663202
0.4848484848,0.7857142857,0.5,0,0.4285714286,0.1,0.5764063402
0.9090909091,0.7142857143,0.6666666667,1,0.4285714286,1,0.6744744127
0.4848484848,0.4285714286,0.3333333333,0,0.07142857143,0.8666666667,0.6243476087
0.1212121212,0.1428571429,0.5,1,0.4285714286,0.8,0.5276925028
0.1818181818,0.6428571429,0.1666666667,1,0.07142857143,0.8,0.4969251274
0.6060606061,0.6428571429,0.3333333333,1,0.1428571429,0.6666666667,0.5693139721
0.06060606061,0.2142857143,0.5,1,0.5,0.6666666667,0.7033682339
0,0.4285714286,0.5,0,0.4285714286,0.6666666667,0.8400798595
0.7575757576,0.1428571429,0.5,0,0.2857142857,0.6333333333,0.7169823796
0.3636363636,0.07142857143,0.3333333333,0,0.07142857143,0.6333333333,0.696993439
0.6363636364,0.2142857143,0.5,0,0.2857142857,0.6,0.6302437147
0.0303030303,0.3571428571,0.6666666667,0,0.07142857143,0.6,0.8629735795
0.303030303,0.07142857143,0.3333333333,0,0,0.6,0.77658851
0.4848484848,0.3571428571,0.6666666667,0,0.8571428571,0.6,0.7847814599
0.5454545455,0.4285714286,0.1666666667,0,0.07142857143,0.6,0.6769880046
0.5757575758,0.1428571429,0.1666666667,0,0.07142857143,0.5666666667,0.5211891574
0.2424242424,0.2857142857,0.5,0,0.2857142857,0.5333333333,0.7463833826
0.7575757576,0.6428571429,0.3333333333,0,0.07142857143,0.5333333333,0.6192975259
0.4242424242,0.3571428571,0.3333333333,0,0.2857142857,0.5,0.6825648251
0.3333333333,0.2857142857,0.3333333333,0,0,0.5,0.7653556128
0.7272727273,0.2857142857,0.5,0,0,0.4666666667,0.5299332157
0.9393939394,0.3571428571,0.5,0,0.5,0.3,0.6051793842
0.1515151515,0.7857142857,0.5,0,0.1428571429,0,0.7456096179
0.5454545455,0,0.1666666667,2,0,0.9666666667,0.4719268123
0.1515151515,0.3571428571,0.3333333333,1,0.2857142857,0.9666666667,0.4779670115
0.7575757576,0,0.1666666667,1,0,0.9,0.5320657819
0.7878787879,0.4285714286,0.6666666667,1,0.07142857143,0.9,0.778085985
0.06060606061,0.3571428571,0.5,1,0.5714285714,0.9,0.8536676001
0.8181818182,0.2142857143,0.5,0,0.07142857143,0.8666666667,0.6678651911
0.0303030303,0.07142857143,0.3333333333,0,0.4285714286,0.8666666667,0.7341585054
0,0.4285714286,0.3333333333,0,0.4285714286,0.8666666667,0.6576591493
0.5757575758,0.2142857143,0.5,0,0.07142857143,0.8333333333,0.6381698598
0.5151515152,0.3571428571,0.5,0,0.07142857143,0.8333333333,0.8735749428
0.2121212121,0.7142857143,0.3333333333,1,0.1428571429,0.8333333333,0.7521003378
