DP Normalizado,Tm # Normalizado,Pos # Normalizado,Age Normalizado,AAV Cat,C# Norm,Grade,SPORQ Normalizado,College # Norm
0.5555555556,0.2121212121,0.4285714286,0.3333333333,1,0.6428571429,0.7567567568,0.5806739749,0.2075471698
0.5555555556,0.0303030303,0.4285714286,0.1666666667,0,0.2142857143,0.6162162162,0.8253402942,0.213836478
0.5555555556,0.4848484848,0.1428571429,0.3333333333,0,0.4285714286,0.5405405405,0.646912523,0.1698113208
0.5555555556,0.1212121212,0.1428571429,0.5,0,0.1428571429,0.5045045045,0.5020246041,0.2201257862
0.5555555556,0.7878787879,0.6428571429,0.5,0,0.2142857143,0.418018018,0.4013579007,0.2264150943
0.5555555556,0.8181818182,0.3571428571,0.1666666667,1,0.1428571429,0.7297297297,0.7016952228,0.2327044025
0.5555555556,0.303030303,0.4285714286,0.3333333333,0,0.07142857143,0.6036036036,0.4984253932,0.01257861635
0.5555555556,0.1515151515,0.7142857143,0.5,1,0.2857142857,0.7297297297,0.7015747428,0.2389937107
0.5555555556,0.2424242424,0,0.5,2,0.4285714286,0.4864864865,0.5643499688,0.08805031447
0.5555555556,0.2727272727,0.3571428571,0.5,1,0.5714285714,0.5045045045,0.7749968308,0.2452830189
0.5555555556,0.8181818182,0.7857142857,0.3333333333,0,0.07142857143,0.5405405405,0.8210759079,0.251572327
0.5555555556,0.8484848485,0.4285714286,0.5,0,0.2857142857,0.7567567568,0.6967151922,0.2389937107
0.5555555556,0.06060606061,0.07142857143,0.3333333333,1,0.3571428571,0.6486486486,0.6576420516,0.05660377358
0.5555555556,0.3636363636,0.2857142857,0.3333333333,0,0.4285714286,0.5945945946,0.8570149654,0.2578616352
0.5555555556,0.5151515152,0.1428571429,0.5,1,0.4285714286,0.7027027027,0.6414598468,0.2641509434
0.5555555556,0.7272727273,0.2142857143,0.1666666667,0,0.2142857143,0.5315315315,0.6521528724,0.2704402516
0.5555555556,0.4242424242,0.4285714286,0.5,0,0.5714285714,0.5765765766,0.32267967,0.3270440252
0.5555555556,0.4545454545,0.3571428571,0.3333333333,0,0.1428571429,0.6972972973,0.5552756363,0.2327044025
0.5555555556,0.3939393939,0.07142857143,0.5,0,0.07142857143,0.4414414414,0.7437545917,0.2767295597
0.5555555556,0.8787878788,0.7142857143,0.5,0,0.7857142857,0.1621621622,0.4669884818,0.2830188679
0.5555555556,0.5151515152,0.2857142857,0.3333333333,0,0.1428571429,0.7747747748,0.5212222753,0.1257861635
0.5555555556,0.9090909091,0.7142857143,1,0,0,0.3153153153,0.4599028903,0.2893081761
0.6666666667,0.2121212121,0.1428571429,0.3333333333,0,0.1428571429,0.6936936937,0.5293557434,0.2955974843
0.6666666667,0.4848484848,0.8571428571,0.5,1,0.07142857143,0.6612612613,0.4639828435,0.1446540881
0.6666666667,0.7878787879,0,0.6666666667,1,0.4285714286,0.5675675676,0.2892509515,0.1635220126
0.6666666667,0.1212121212,0.3571428571,0.5,1,0.1428571429,0.5081081081,0.699561283,0.3018867925
0.6666666667,0.2424242424,0.2142857143,0.3333333333,1,0.3571428571,0.4774774775,0.6836978428,0.3081761006
0.6666666667,0.6363636364,0.9285714286,1,0,0.2857142857,0.4900900901,0.515761414,0.06289308176
0.6666666667,0.303030303,0.7857142857,0.3333333333,0,0.5714285714,0.2612612613,0.6407756104,0.3333333333
0.6666666667,0.3333333333,0.7857142857,0.5,0,0.2142857143,0.2207207207,0.686857156,0.2704402516
0.6666666667,0.8484848485,0.7142857143,0.5,1,0.07142857143,0.7837837838,0.4241351198,0.3144654088
0.6666666667,0.06060606061,0.3571428571,0.5,1,0.1428571429,0.3423423423,0.6291305271,0.2955974843
0.6666666667,0.2424242424,0.2857142857,0.5,1,0.07142857143,0.3369369369,0.598096246,0.320754717
0.6666666667,0.3636363636,0.4285714286,0.5,1,0.1428571429,0.2702702703,0.630483102,0.1257861635
0.6666666667,0.0303030303,0.1428571429,0.3333333333,1,0.07142857143,0.4900900901,0.5682125207,0.2767295597
0.6666666667,0.6666666667,0.3571428571,0.5,0,0.3571428571,0.4954954955,0.7103165051,0.3396226415
0.6666666667,0.4848484848,0.1428571429,0.3333333333,0,0.4285714286,0.6216216216,0.6117400947,0.1635220126
0.6666666667,0.4242424242,0.3571428571,0.1666666667,0,0.2857142857,0.7567567568,0.5996847031,0.2389937107
0.6666666667,0.4848484848,0.07142857143,0.5,1,0.4285714286,0.7603603604,0.5153359643,0.1761006289
0.6666666667,0.7272727273,0.4285714286,0.3333333333,0,0.8571428571,0.2117117117,0.564929607,0.3459119497
0.6666666667,0.6060606061,0.7142857143,0.5,0,0.07142857143,0.5675675676,0.4899744777,0.3522012579
0.6666666667,0.5454545455,0.4285714286,0.5,0,0.6428571429,0.2882882883,0.6048026284,0.358490566
0.7777777778,0.6363636364,0.2857142857,0.3333333333,1,0.07142857143,0.1531531532,0.5207312272,0.3647798742
0.7777777778,0.4242424242,0.3571428571,0.3333333333,1,0.2142857143,0.2297297297,0.6830691323,0.2704402516
0.7777777778,0.0303030303,0.4285714286,0.5,0,0.5,0.3333333333,0.5501600868,0.09433962264
0.7777777778,0.7878787879,0.6428571429,0.5,0,0.4285714286,0.1936936937,0.5718279687,0.07547169811
0.7777777778,0.696969697,0.3571428571,0.3333333333,1,0.3571428571,0.2252252252,0.5512701993,0.3396226415
0.7777777778,0.09090909091,0.4285714286,0.6666666667,1,0.5714285714,0.6036036036,0.5017263453,0.3710691824
0.7777777778,0.1212121212,0.9285714286,0.3333333333,0,0.1428571429,0.7423423423,0.3607655616,0.3018867925
0.7777777778,0.1212121212,0.3571428571,0.5,0,0.2857142857,0.2072072072,0.6843723524,0.3773584906
0.7777777778,0.303030303,0.6428571429,0.6666666667,1,0.4285714286,0.2342342342,0.5154638738,0.3836477987
0.7777777778,0.2121212121,0.6428571429,0.5,0,0.07142857143,0.2702702703,0.4813185143,0.0251572327
0.7777777778,0.8484848485,0.6428571429,0.3333333333,1,0,0.5585585586,0.3772077307,0.3899371069
0.7777777778,0.06060606061,0.1428571429,0.6666666667,0,0.1428571429,0.3009009009,0.5366086574,0.1006289308
0.7777777778,0.8787878788,0.2142857143,0.3333333333,0,0.4285714286,0.1801801802,0.674182531,0.08805031447
0.7777777778,0.9090909091,0.07142857143,0.6666666667,1,0.4285714286,0.427027027,0.7039109611,0.3836477987
0.7777777778,0.4545454545,0.2142857143,0.6666666667,0,0.07142857143,0.5441441441,0.6138337938,0.320754717
0.7777777778,0.6666666667,0.6428571429,0.5,0,0,0.4504504505,0.4852155118,0.3962264151
0.7777777778,0.9393939394,0.4285714286,0.3333333333,0,0.6428571429,0.2252252252,0.6658127914,0.4025157233
0.7777777778,0.5454545455,0.3571428571,0.3333333333,0,0.1428571429,0.6081081081,0.5153586311,0.2201257862
0.7777777778,0.8787878788,0.07142857143,0.6666666667,0,0.5714285714,0.5585585586,0.6327209859,0.4088050314
0.7777777778,0.7575757576,0.3571428571,0.5,0,0.5,0.3279279279,0.6154962733,0.09433962264
0.7777777778,0.5151515152,0.1428571429,0.3333333333,1,0,0.5855855856,0.4864535327,0.1194968553
0.7777777778,0.5151515152,0.4285714286,0.3333333333,1,0.3571428571,0.5675675676,0.6800519943,0.05660377358
0.7777777778,0.9090909091,0.1428571429,0.3333333333,0,0,0.6882882883,0.5928510916,0.4150943396
0.7777777778,0.7272727273,0.4285714286,0.3333333333,0,0.6428571429,0.5225225225,0.5401362349,0.4213836478
0.7777777778,0,0.2142857143,0.3333333333,0,0.07142857143,0.2162162162,0.5588296826,0.03773584906
0.8888888889,0.7878787879,0.2142857143,0.5,1,0.7857142857,0.1081081081,0.5878219221,0.427672956
0.8888888889,0.696969697,0.4285714286,0.5,0,0.1428571429,0.3603603604,0.5423075947,0.3018867925
0.8888888889,0.8484848485,0.4285714286,0.3333333333,1,0.6428571429,0.1621621622,0.7022951215,0.4339622642
0.8888888889,0.9393939394,0.6428571429,0.5,0,0.1428571429,0.1081081081,0.1995143946,0.06918238994
0.8888888889,0.1515151515,0.2142857143,0.3333333333,0,0.07142857143,0.5081081081,0.4681217179,0.4402515723
0.8888888889,0.8181818182,0.1428571429,0.5,0,0.4285714286,0.5765765766,0.4381693196,0.1635220126
0.8888888889,0.8484848485,0,0.5,0,0.3571428571,0.4054054054,0.3263188043,0.4465408805
0.8888888889,0.06060606061,0.7857142857,0.5,0,0.2857142857,0.4234234234,0.8310612506,0.2389937107
0.8888888889,0.5151515152,0.2142857143,0.5,0,0.4285714286,0.2252252252,0.6166268643,0.1698113208
0.8888888889,0.8787878788,0.4285714286,0.3333333333,0,0.07142857143,0.2387387387,0.6438505356,0.03773584906
0.8888888889,0.7878787879,0.7142857143,0.5,1,0.6428571429,0.4810810811,0.6011241203,0.4528301887
0.8888888889,0.1818181818,0.1428571429,0.5,0,0.4285714286,0.4810810811,0.6738206168,0.07547169811
0.8888888889,0.7272727273,0.1428571429,0.3333333333,0,0.1428571429,0.4954954955,0.5923480608,0.2327044025
0.8888888889,0.1818181818,0.6428571429,0.6666666667,0,0.1428571429,0.4414414414,0.4043670858,0.2327044025
0.8888888889,0.2727272727,0.2142857143,0.5,0,0.2857142857,0.3279279279,0.7038228867,0.06289308176
0.8888888889,0.6666666667,0.2857142857,0.5,1,0.3571428571,0.7657657658,0.5576230697,0.05660377358
1,0,0.9285714286,0.6666666667,0,0.07142857143,0.1711711712,0.4700645486,0.1446540881
1,0.0303030303,0.3571428571,0.5,0,0.1428571429,0.4684684685,0.5943935163,0.2201257862
1,0.3636363636,0.07142857143,0.5,0,0.7857142857,0.2792792793,0.7751010169,0.4591194969
1,0.8181818182,0.2857142857,0.5,0,0.2857142857,0.4144144144,0.5835534035,0.465408805
1,0.0303030303,0.07142857143,0.3333333333,0,0,0.3333333333,0.5098718397,0.1194968553
1,0.8484848485,0.7142857143,0.6666666667,0,0.3571428571,0.381981982,0.4190447416,0.05660377358
1,0.06060606061,0.3571428571,0.3333333333,0,0.6428571429,0.2018018018,0.49867573,0.2075471698
1,0.2424242424,0.2857142857,0.5,1,0.1428571429,0.1621621622,0.7289509508,0.2201257862
1,0.8181818182,0.1428571429,0.3333333333,1,0.3571428571,0.5765765766,0.5974721562,0.3396226415
1,0.9090909091,0.3571428571,0.6666666667,0,0.4285714286,0.0900900901,0.5867548415,0.3836477987
1,0.5757575758,0.7857142857,0.5,0,0.4285714286,0.1621621622,0.7221037036,0.4716981132
1,0.9393939394,0.9285714286,0.6666666667,0,0.4285714286,0.2288288288,0.224947833,0.1761006289
1,0.7575757576,0.07142857143,0.3333333333,0,0.1428571429,0.5495495495,0.5907585994,0.4779874214
1,0.1515151515,0.1428571429,0.5,0,0.4285714286,0.3243243243,0.7685498206,0.2578616352
1,0.6060606061,0.2857142857,1,0,0.1428571429,0.1351351351,0.7363155328,0.2201257862
1,0.4545454545,0.7857142857,0.5,0,0,0.2342342342,0.4949666001,0.1949685535
1,0.5454545455,0.9285714286,0.3333333333,0,0.1428571429,0.418018018,0.5015680746,0.3018867925
1,0.2727272727,0.4285714286,0.5,0,0.07142857143,0.4954954955,0.5249581411,0.0251572327
1,0.2727272727,0.1428571429,0.6666666667,0,0.8571428571,0.3783783784,0.5639863504,0.4842767296
1,0.6666666667,0.4285714286,0.5,0,0,0.7387387387,0.5299968161,0.4150943396
1,0.4545454545,0.4285714286,0.3333333333,0,0.07142857143,0.4414414414,0.5808364935,0.4402515723
1,0.4545454545,0.7142857143,0.5,1,0.2142857143,0.1396396396,0.3660348438,0.2264150943
1,0.303030303,0.2142857143,0.1666666667,0,0.4285714286,0.3513513514,0.4783726979,0.1635220126
1,0,0,0.6666666667,0,0.8571428571,0.2432432432,0.5124247592,0.4905660377
0,0.1515151515,0.7142857143,0.3333333333,1,0.8571428571,0.9459459459,0.6546964434,0.4968553459
0,0.696969697,0.7142857143,0.1666666667,1,0.07142857143,0.9693693694,0.493925901,0.4402515723
0,0.8181818182,0.07142857143,0.5,0,0,0.9369369369,0.6635356688,0.1949685535
0,0.1818181818,0.7142857143,0.5,1,0.2857142857,0.9261261261,0.8030817389,0.2389937107
0,0.6666666667,0.3571428571,0.3333333333,1,0.07142857143,0.9243243243,0.7586819573,0.01257861635
0,0.8484848485,0.6428571429,0.5,1,0.1428571429,0.818018018,0.5283311332,0.05031446541
0,0.2121212121,0.1428571429,0.5,1,0.2857142857,0.8990990991,0.4585324635,0.04402515723
0,0.2727272727,0.4285714286,0.1666666667,0,0.07142857143,0.9315315315,0.5929905519,0.5031446541
0.1111111111,0.9393939394,0.4285714286,0.3333333333,1,0.2857142857,0.8324324324,0.6693508993,0.465408805
0.1111111111,0.7575757576,0.4285714286,0.1666666667,1,0.07142857143,0.7387387387,0.7861244081,0.01257861635
0.1111111111,0.6060606061,0.7142857143,0.5,1,0.1428571429,0.5675675676,0.5003218153,0.06918238994
0.1111111111,0.3333333333,0.6428571429,0.6666666667,1,0,0.6396396396,0.552841691,0.1949685535
0.2222222222,0.5151515152,0.7857142857,0.3333333333,1,0.5,0.7531531532,0.6852435962,0.09433962264
0.2222222222,0.8787878788,0.4285714286,0.3333333333,1,0,0.7675675676,0.6595758075,0.3899371069
0.2222222222,0.0303030303,0.2857142857,0.1666666667,0,0.07142857143,0.9495495495,0.5245315891,0.320754717
0.2222222222,0,0.07142857143,0.5,0,0.1428571429,0.8414414414,0.5644692647,0.3018867925
0.2222222222,0.5454545455,0.07142857143,0.5,0,0,0.7945945946,0.6742982877,0.5094339623
0.2222222222,0.4848484848,0.1428571429,0.1666666667,2,0.1428571429,0.8342342342,0.4746003956,0.1257861635
0.2222222222,0.6363636364,0.2857142857,0.6666666667,1,0.1428571429,0.7045045045,0.4558541576,0.05031446541
0.2222222222,0.2121212121,0.3571428571,0.1666666667,1,0.07142857143,0.7657657658,0.6246118648,0.1446540881
0.2222222222,0.06060606061,0.8571428571,0.3333333333,2,0.4285714286,0.6702702703,0.3420310162,0.08805031447
0.3333333333,0.1818181818,0.7857142857,0.3333333333,1,0,0.7333333333,0.4906784447,0
0.3333333333,0.4242424242,0.4285714286,0.3333333333,1,0.07142857143,0.5315315315,0.5760272297,0.03773584906
0.3333333333,0.5151515152,0.2142857143,0.1666666667,1,0.1428571429,0.7657657658,0.5889844815,0.05031446541
0.3333333333,0.303030303,0.3571428571,0.3333333333,1,0.5,0.8288288288,0.5489700011,0.09433962264
0.3333333333,0.1212121212,0.1428571429,0.1666666667,1,0,0.7495495495,0.4275198995,0.006289308176
0.3333333333,0.9090909091,0.7142857143,0.6666666667,0,0.1428571429,0.7837837838,0.2879106603,0.3018867925
0.3333333333,0.5757575758,0.4285714286,0.5,0,0.07142857143,0.772972973,0.4577923391,0.03773584906
0.3333333333,0.06060606061,0.7857142857,0.3333333333,0,0.3571428571,0.6756756757,0.5657704089,0.4465408805
0.3333333333,0.4545454545,0.2142857143,0.1666666667,2,0.4285714286,0.5351351351,0.6031170188,0.1635220126
0.4444444444,0.6060606061,0.2857142857,0.1666666667,1,0.4285714286,0.7585585586,0.4915530107,0.1698113208
0.4444444444,0.3939393939,0.3571428571,0.5,1,0.7857142857,0.4918918919,0.9408775899,0.2830188679
0.4444444444,0.5151515152,0.07142857143,1,1,0.2142857143,0.6108108108,0.7872338598,0.2264150943
0.4444444444,0.8181818182,0.4285714286,0.3333333333,1,0.3571428571,0.7927927928,0.6517433719,0.05660377358
0.4444444444,0.7575757576,0.7857142857,0.5,0,0.7857142857,0.6216216216,0.6974953283,0.4591194969
0.4444444444,0.4848484848,0.4285714286,0.3333333333,1,0.07142857143,0.7189189189,0.659719205,0.0251572327
0.4444444444,0.6363636364,0.2142857143,0.3333333333,0,0.4285714286,0.6144144144,0.4840573356,0.08805031447
0.4444444444,0.8787878788,0.4285714286,0.6666666667,1,0.6428571429,0.7117117117,0.703244317,0.5157232704
0.4444444444,0.2424242424,0.2142857143,0.3333333333,0,0.07142857143,0.5387387387,0.8704924893,0.4402515723
0.4444444444,0.696969697,0.4285714286,0.5,0,0.2142857143,0.3711711712,0.6894485117,0.1572327044
0.5555555556,0.4242424242,0.6428571429,0.3333333333,1,0.07142857143,0.8432432432,0.2810231266,0.5220125786
0.5555555556,0.9090909091,0.3571428571,0.5,1,0.2142857143,0.4846846847,0.7772862501,0.1572327044
0.5555555556,0.1818181818,0.2857142857,0.5,1,0.07142857143,0.6711711712,0.4924109416,0.01257861635
0.5555555556,0.6666666667,0.4285714286,0.3333333333,0,0.3571428571,0.7063063063,0.4834535968,0.4465408805
0.5555555556,0.8484848485,0.4285714286,0.1666666667,1,0.07142857143,0.5675675676,0.448046226,0.01257861635
0.5555555556,0.3636363636,0.4285714286,0.5,0,0.2142857143,0.6432432432,0.6115171916,0.1572327044
0.5555555556,0.2121212121,0.4285714286,0.3333333333,1,0,0.4504504505,0.7781438866,0.006289308176
0.5555555556,0.5757575758,0,0.5,0,0.1428571429,0.6828828829,0.1769753354,0.2201257862
0.5555555556,0.06060606061,0.1428571429,0.5,1,0.2857142857,0.7585585586,0.4793293513,0.06289308176
0.5555555556,0.9393939394,0.7142857143,0.3333333333,1,0.7142857143,0.7657657658,0.7228565979,0.5283018868
0.5555555556,0.4545454545,0.1428571429,0.3333333333,0,0,0.7261261261,0.6021480938,0.534591195
0.5555555556,0.06060606061,0.4285714286,0.3333333333,1,0.5714285714,0.6396396396,0.6416782283,0.5408805031
0.5555555556,0.3939393939,0.4285714286,0.3333333333,1,0.4285714286,0.4954954955,0.4744921109,0.2641509434
0.5555555556,0.5151515152,0.4285714286,0.3333333333,1,0.07142857143,0.6,0.629570042,0.1446540881
0.5555555556,0.2424242424,0.2857142857,0.3333333333,0,0.4285714286,0.4162162162,0.4334287715,0.3836477987
0.5555555556,0.7575757576,0.07142857143,0.1666666667,0,0.07142857143,0.5351351351,0.6735359435,0.3522012579
0.5555555556,0.2121212121,0.1428571429,0.3333333333,0,0.2857142857,0.6756756757,0.5089032919,0.04402515723
0.5555555556,0.8181818182,0.4285714286,0.5,0,0.3571428571,0.5315315315,0.6267725612,0.3081761006
0.5555555556,0.7272727273,0.2857142857,0.6666666667,1,0.5714285714,0.5702702703,0.5355324247,0.5471698113
0.5555555556,0.4848484848,0.07142857143,0.5,0,0.07142857143,0.5387387387,0.6028945127,0.01257861635
0.5555555556,0.1515151515,0.2142857143,0.1666666667,0,0.07142857143,0.3405405405,0.6692806376,0.2767295597
0.5555555556,0.3636363636,0.3571428571,0.5,0,0.07142857143,0.5135135135,0.8125331826,0.251572327
0.6666666667,0.5757575758,0.2857142857,0.1666666667,1,0.4285714286,0.4414414414,0.5659964913,0.08176100629
0.6666666667,0.696969697,0.1428571429,0.1666666667,0,0.07142857143,0.4774774775,0.3284060182,0.0251572327
0.6666666667,0.3939393939,0.1428571429,0.3333333333,0,0.2857142857,0.5531531532,0.7297399437,0.3773584906
0.6666666667,0.1212121212,0.4285714286,0.3333333333,0,0.3571428571,0.4720720721,0.6680293431,0.3396226415
0.6666666667,0.8181818182,0.7857142857,0.3333333333,0,0.4285714286,0.4594594595,0.5833319179,0.1635220126
0.6666666667,0.3636363636,0.8571428571,0.3333333333,1,0,0.5315315315,0.5822175095,0.1194968553
0.6666666667,0.09090909091,0.9285714286,0.3333333333,0,0.7142857143,0.1891891892,0.4525706878,0.5534591195
0.6666666667,0.5454545455,0.7142857143,0.1666666667,2,0,0.5225225225,0.3787994664,0.3962264151
0.6666666667,0.6060606061,0,0.5,0,0.1428571429,0.6702702703,0.2482839534,0.06918238994
0.6666666667,0.4545454545,0.4285714286,0.3333333333,0,0.1428571429,0.5063063063,0.8181735214,0.06918238994
0.6666666667,0.9090909091,0,0.6666666667,0,0.07142857143,0.7567567568,0.3164349426,0.2767295597
0.6666666667,0.06060606061,0.4285714286,0.5,0,0.6428571429,0.5855855856,0.7508683375,0.5597484277
0.6666666667,0.4545454545,0,0.6666666667,0,0.2857142857,0.4630630631,0.4084825705,0.2389937107
0.6666666667,0.8484848485,0.6428571429,0.5,0,0.6428571429,0.4792792793,0.4551342107,0.5660377358
0.6666666667,0.3333333333,0.3571428571,0.6666666667,0,0.4285714286,0.6720720721,0.5239212451,0.2641509434
0.6666666667,0.5454545455,0.7142857143,0.3333333333,1,0.6428571429,0.4054054054,0.5798440992,0.572327044
0.6666666667,0.2424242424,0.1428571429,0.5,0,0.2857142857,0.4774774775,0.5971942168,0.5786163522
0.6666666667,0.5454545455,0.2142857143,0.5,0,0,0.554954955,0.4694160847,0.5094339623
0.6666666667,0.5757575758,0.07142857143,0.3333333333,1,0.4285714286,0.5873873874,0.5068740147,0.1635220126
0.6666666667,0.7575757576,0.1428571429,0.5,0,0.7857142857,0.7621621622,0.5305818568,0.5849056604
0.6666666667,0.4242424242,0.07142857143,0.5,0,0.07142857143,0.3855855856,0.788570372,0.0251572327
0.6666666667,0.8787878788,0.7857142857,0.3333333333,0,0,0.4414414414,0.4892153816,0
0.7777777778,0.1515151515,0.4285714286,0.5,0,0.07142857143,0.4873873874,0.5745989077,0.1446540881
0.7777777778,0.696969697,0.1428571429,0.3333333333,0,0.4285714286,0.5189189189,0.6109186701,0.2578616352
0.7777777778,0,0.2857142857,0.5,0,0.6428571429,0.4900900901,0.5110409705,0.5911949686
0.7777777778,0.8484848485,0.2142857143,0.3333333333,0,0,0.5603603604,0.3418825214,0
0.7777777778,0.2727272727,0.7142857143,0.3333333333,0,0.1428571429,0.6594594595,0.2690529517,0.4779874214
0.7777777778,0.3636363636,0.07142857143,0.5,0,0.07142857143,0.4900900901,0.6910919987,0.01257861635
0.7777777778,0.9393939394,0.1428571429,0.1666666667,1,0.2857142857,0.4414414414,0.5066355767,0.2389937107
0.7777777778,0.303030303,0.4285714286,0.3333333333,0,0,0.3153153153,0.6600364071,0.1194968553
0.7777777778,0.2121212121,0.4285714286,0.3333333333,0,0.1428571429,0.3351351351,0.5235213178,0.2327044025
0.7777777778,0.5151515152,0.7142857143,0.5,0,0.2857142857,0.2351351351,0.5667436146,0.5974842767
0.7777777778,0.5454545455,0.4285714286,0.3333333333,1,0.4285714286,0.363963964,0.5047963434,0.07547169811
0.7777777778,0.2121212121,0.2142857143,0.3333333333,0,0.07142857143,0.4954954955,0.6590472533,0.2012578616
0.7777777778,0.6363636364,0.1428571429,0.5,0,0.07142857143,0.5108108108,0.5184139807,0.1446540881
0.7777777778,0.3333333333,0.7142857143,0.3333333333,1,0.7857142857,0.4594594595,0.3765344345,0.5849056604
0.7777777778,0.8181818182,0.2142857143,0.3333333333,0,0.07142857143,0.5189189189,0.4454267726,0.320754717
0.7777777778,0.5454545455,0.07142857143,0.6666666667,0,0.07142857143,0.5099099099,0.5399043639,0.03773584906
0.7777777778,0.7272727273,0.7142857143,0.5,1,0.4285714286,0.4972972973,0.4218220427,0.08805031447
0.8888888889,0.696969697,0.4285714286,0.3333333333,0,0.07142857143,0.4774774775,0.6300320973,0.320754717
0.8888888889,0.6363636364,0.6428571429,0.5,0,0.1428571429,0.1711711712,0.5291041059,0.1006289308
